id,age,suicides_no,population
11352,75+ years,70.0,230600.0
11353,15-24 years,37.0,360900.0
11354,25-34 years,85.0,414100.0
11355,35-54 years,279.0,755600.0
11356,5-14 years,1.0,288100.0
11357,55-74 years,189.0,448200.0
11358,75+ years,89.0,131700.0
11359,15-24 years,8.0,341800.0
11360,25-34 years,18.0,393200.0
11361,35-54 years,108.0,739000.0
11362,5-14 years,0.0,277500.0
11363,55-74 years,102.0,498300.0
11364,75+ years,63.0,233200.0
11365,15-24 years,47.0,355700.0
11366,25-34 years,108.0,413900.0
11367,35-54 years,204.0,762400.0
11368,5-14 years,1.0,291000.0
11369,55-74 years,180.0,449600.0
11370,75+ years,85.0,133500.0
11371,15-24 years,8.0,335700.0
11372,25-34 years,20.0,395400.0
11373,35-54 years,115.0,747600.0
11374,5-14 years,0.0,284500.0
11375,55-74 years,71.0,498500.0
11376,75+ years,47.0,234200.0
11377,15-24 years,46.0,348400.0
11378,25-34 years,83.0,416000.0
11379,35-54 years,236.0,771800.0
11380,5-14 years,1.0,298600.0
11381,55-74 years,170.0,452400.0
11382,75+ years,95.0,134200.0
11383,15-24 years,17.0,326300.0
11384,25-34 years,22.0,397100.0
11385,35-54 years,84.0,753500.0
11386,5-14 years,0.0,291000.0
11387,55-74 years,88.0,501000.0
11388,75+ years,46.0,236400.0
11389,15-24 years,45.0,337600.0
11390,25-34 years,79.0,417200.0
11391,35-54 years,191.0,777200.0
11392,5-14 years,3.0,306200.0
11393,55-74 years,148.0,458400.0
11394,75+ years,94.0,135400.0
11395,15-24 years,9.0,316600.0
11396,25-34 years,16.0,396400.0
11397,35-54 years,79.0,756900.0
11398,5-14 years,0.0,299400.0
11399,55-74 years,74.0,507800.0
11400,75+ years,38.0,237600.0
11401,15-24 years,34.0,327800.0
11402,25-34 years,84.0,414200.0
11403,35-54 years,235.0,780300.0
11404,5-14 years,2.0,314900.0
11405,55-74 years,118.0,467900.0
11406,75+ years,74.0,136600.0
11407,15-24 years,7.0,308800.0
11408,25-34 years,21.0,392951.0
11409,35-54 years,74.0,759458.0
11410,5-14 years,0.0,307403.0
11411,55-74 years,71.0,516749.0
11412,75+ years,26.0,238400.0
11413,15-24 years,40.0,319101.0
11414,25-34 years,91.0,408827.0
11415,35-54 years,214.0,783204.0
11416,5-14 years,3.0,323638.0
11417,55-74 years,151.0,480316.0
11418,75+ years,64.0,137353.0
11419,15-24 years,9.0,300690.0
11420,25-34 years,16.0,389550.0
11421,35-54 years,74.0,760859.0
11422,5-14 years,0.0,315938.0
11423,55-74 years,54.0,528095.0
11424,75+ years,42.0,239483.0
11425,15-24 years,39.0,310470.0
11426,25-34 years,61.0,403105.0
11427,35-54 years,218.0,783883.0
11428,5-14 years,1.0,332762.0
11429,55-74 years,142.0,495321.0
11430,75+ years,72.0,138454.0
11431,15-24 years,7.0,294773.0
11432,25-34 years,9.0,383262.0
11433,35-54 years,73.0,761705.0
11434,5-14 years,0.0,322284.0
11435,55-74 years,83.0,541963.0
11436,75+ years,48.0,239716.0
11437,15-24 years,38.0,304335.0
11438,25-34 years,58.0,394591.0
11439,35-54 years,204.0,783604.0
11440,5-14 years,2.0,340220.0
11441,55-74 years,123.0,512361.0
11442,75+ years,82.0,139637.0
11443,15-24 years,6.0,292727.0
11444,25-34 years,11.0,374887.0
11445,35-54 years,63.0,762841.0
11446,5-14 years,0.0,328734.0
11447,55-74 years,63.0,556057.0
11448,75+ years,42.0,239014.0
11449,15-24 years,40.0,302190.0
11450,25-34 years,64.0,383869.0
11451,35-54 years,182.0,784825.0
11452,5-14 years,0.0,346889.0
11453,55-74 years,140.0,528640.0
11454,75+ years,77.0,140549.0
11455,15-24 years,6.0,290582.0
11456,25-34 years,19.0,369080.0
11457,35-54 years,43.0,763110.0
11458,5-14 years,0.0,332848.0
11459,55-74 years,59.0,567852.0
11460,75+ years,26.0,237848.0
11461,15-24 years,24.0,300836.0
11462,25-34 years,48.0,376343.0
11463,35-54 years,206.0,784047.0
11464,5-14 years,0.0,350879.0
11465,55-74 years,129.0,542296.0
11466,75+ years,73.0,141062.0
11467,15-24 years,11.0,290626.0
11468,25-34 years,19.0,364710.0
11469,35-54 years,71.0,762293.0
11470,5-14 years,2.0,335587.0
11471,55-74 years,66.0,578536.0
11472,75+ years,23.0,237260.0
11473,15-24 years,33.0,301933.0
11474,25-34 years,60.0,369973.0
11475,35-54 years,180.0,782832.0
11476,5-14 years,2.0,353316.0
11477,55-74 years,125.0,553556.0
11478,75+ years,69.0,142305.0
11479,15-24 years,7.0,292929.0
11480,25-34 years,10.0,360100.0
11481,35-54 years,58.0,762175.0
11482,5-14 years,0.0,336548.0
11483,55-74 years,61.0,588430.0
11484,75+ years,38.0,236734.0
11485,15-24 years,21.0,305232.0
11486,25-34 years,53.0,364110.0
11487,35-54 years,158.0,781448.0
11488,5-14 years,3.0,354025.0
11489,55-74 years,139.0,564794.0
11490,75+ years,83.0,143327.0
11491,15-24 years,9.0,298500.0
11492,25-34 years,15.0,353444.0
11493,35-54 years,57.0,763418.0
11494,5-14 years,1.0,336170.0
11495,55-74 years,71.0,597984.0
11496,75+ years,25.0,236472.0
11497,15-24 years,24.0,312053.0
11498,25-34 years,52.0,355908.0
11499,35-54 years,161.0,782816.0
11500,5-14 years,1.0,353711.0
11501,55-74 years,155.0,575056.0
11502,75+ years,79.0,144928.0
11503,15-24 years,6.0,305722.0
11504,25-34 years,15.0,345418.0
11505,35-54 years,71.0,768072.0
11506,5-14 years,0.0,334828.0
11507,55-74 years,55.0,606387.0
11508,75+ years,33.0,235854.0
11509,15-24 years,15.0,320054.0
11510,25-34 years,56.0,347246.0
11511,35-54 years,145.0,786990.0
11512,5-14 years,2.0,351664.0
11513,55-74 years,124.0,584457.0
11514,75+ years,59.0,146309.0
11515,15-24 years,8.0,315514.0
11516,25-34 years,9.0,338992.0
11517,35-54 years,76.0,770688.0
11518,5-14 years,2.0,332388.0
11519,55-74 years,63.0,616691.0
11520,75+ years,27.0,235396.0
11521,15-24 years,30.0,330409.0
11522,25-34 years,48.0,341329.0
11523,35-54 years,150.0,788890.0
11524,5-14 years,1.0,349108.0
11525,55-74 years,127.0,595286.0
11526,75+ years,62.0,147834.0
11527,15-24 years,4.0,324876.0
11528,25-34 years,13.0,334052.0
11529,35-54 years,43.0,773415.0
11530,5-14 years,1.0,330729.0
11531,55-74 years,52.0,625986.0
11532,75+ years,32.0,235213.0
11533,15-24 years,24.0,340143.0
11534,25-34 years,36.0,335963.0
11535,35-54 years,186.0,790578.0
11536,5-14 years,2.0,347259.0
11537,55-74 years,165.0,604423.0
11538,75+ years,64.0,150153.0
11539,15-24 years,10.0,333696.0
11540,25-34 years,6.0,327722.0
11541,35-54 years,64.0,776699.0
11542,5-14 years,0.0,327790.0
11543,55-74 years,56.0,634607.0
11544,75+ years,22.0,236409.0
11545,15-24 years,17.0,349175.0
11546,25-34 years,43.0,329780.0
11547,35-54 years,142.0,791338.0
11548,5-14 years,0.0,344105.0
11549,55-74 years,142.0,613233.0
11550,75+ years,61.0,153231.0
11551,15-24 years,11.0,340056.0
11552,25-34 years,12.0,323639.0
11553,35-54 years,50.0,778373.0
11554,5-14 years,0.0,326359.0
11555,55-74 years,57.0,643276.0
11556,75+ years,22.0,237867.0
11557,15-24 years,26.0,356319.0
11558,25-34 years,35.0,326633.0
11559,35-54 years,189.0,791137.0
11560,5-14 years,0.0,341776.0
11561,55-74 years,139.0,621859.0
11562,75+ years,48.0,156856.0
11563,15-24 years,8.0,346154.0
11564,25-34 years,11.0,322504.0
11565,35-54 years,58.0,776419.0
11566,5-14 years,0.0,324455.0
11567,55-74 years,71.0,651381.0
11568,75+ years,19.0,240759.0
11569,15-24 years,33.0,362466.0
11570,25-34 years,31.0,326746.0
11571,35-54 years,209.0,788215.0
11572,5-14 years,1.0,340022.0
11573,55-74 years,153.0,630159.0
11574,75+ years,67.0,161259.0
11575,15-24 years,12.0,350607.0
11576,25-34 years,16.0,322819.0
11577,35-54 years,54.0,775088.0
11578,5-14 years,1.0,324362.0
11579,55-74 years,52.0,658936.0
11580,75+ years,25.0,243880.0
11581,15-24 years,23.0,367000.0
11582,25-34 years,33.0,328192.0
11583,35-54 years,174.0,785198.0
11584,5-14 years,1.0,339830.0
11585,55-74 years,157.0,637775.0
11586,75+ years,62.0,166011.0
11587,15-24 years,7.0,354099.0
11588,25-34 years,7.0,325866.0
11589,35-54 years,59.0,774379.0
11590,5-14 years,1.0,323749.0
11591,55-74 years,50.0,666386.0
11592,75+ years,36.0,248889.0
11593,15-24 years,31.0,370570.0
11594,25-34 years,43.0,333712.0
11595,35-54 years,178.0,784300.0
11596,5-14 years,1.0,340065.0
11597,55-74 years,155.0,645001.0
11598,75+ years,61.0,172150.0
11599,15-24 years,6.0,356882.0
11600,25-34 years,15.0,331400.0
11601,35-54 years,51.0,772844.0
11602,5-14 years,3.0,323821.0
11603,55-74 years,67.0,673655.0
11604,75+ years,32.0,253300.0
11605,15-24 years,18.0,374051.0
11606,25-34 years,30.0,342769.0
11607,35-54 years,159.0,783366.0
11608,5-14 years,0.0,340483.0
11609,55-74 years,126.0,651856.0
11610,75+ years,57.0,178633.0
11611,15-24 years,0.0,8800.0
11612,25-34 years,0.0,4100.0
11613,35-54 years,0.0,4300.0
11614,5-14 years,0.0,10200.0
11615,55-74 years,0.0,3300.0
11616,75+ years,0.0,800.0
11617,15-24 years,0.0,9300.0
11618,25-34 years,0.0,3900.0
11619,35-54 years,0.0,3400.0
11620,5-14 years,0.0,10500.0
11621,55-74 years,0.0,2400.0
11622,75+ years,0.0,400.0
11623,15-24 years,0.0,8800.0
11624,25-34 years,0.0,5100.0
11625,35-54 years,0.0,5100.0
11626,5-14 years,0.0,9500.0
11627,55-74 years,0.0,3100.0
11628,75+ years,0.0,600.0
11629,15-24 years,0.0,9000.0
11630,25-34 years,0.0,4700.0
11631,35-54 years,0.0,3700.0
11632,5-14 years,0.0,9800.0
11633,55-74 years,0.0,2200.0
11634,75+ years,0.0,400.0
11635,15-24 years,0.0,8800.0
11636,25-34 years,0.0,5200.0
11637,35-54 years,0.0,5200.0
11638,5-14 years,0.0,9600.0
11639,55-74 years,0.0,3300.0
11640,75+ years,0.0,600.0
11641,15-24 years,0.0,9000.0
11642,25-34 years,0.0,4800.0
11643,35-54 years,0.0,4100.0
11644,5-14 years,0.0,10000.0
11645,55-74 years,0.0,2200.0
11646,75+ years,0.0,400.0
11647,15-24 years,0.0,8800.0
11648,25-34 years,0.0,5200.0
11649,35-54 years,0.0,5200.0
11650,5-14 years,0.0,9500.0
11651,55-74 years,0.0,3400.0
11652,75+ years,0.0,600.0
11653,15-24 years,1.0,9000.0
11654,25-34 years,1.0,4800.0
11655,35-54 years,2.0,4100.0
11656,5-14 years,0.0,9900.0
11657,55-74 years,0.0,2400.0
11658,75+ years,0.0,400.0
11659,15-24 years,0.0,
11660,25-34 years,0.0,
11661,35-54 years,0.0,
11662,5-14 years,0.0,
11663,55-74 years,0.0,
11664,75+ years,0.0,
11665,15-24 years,0.0,
11666,25-34 years,0.0,
11667,35-54 years,0.0,
11668,5-14 years,0.0,
11669,55-74 years,0.0,
11670,75+ years,0.0,
11671,15-24 years,0.0,8600.0
11672,25-34 years,0.0,6700.0
11673,35-54 years,0.0,5400.0
11674,5-14 years,0.0,9000.0
11675,55-74 years,0.0,3000.0
11676,75+ years,0.0,800.0
11677,15-24 years,0.0,8800.0
11678,25-34 years,0.0,6600.0
11679,35-54 years,0.0,4500.0
11680,5-14 years,0.0,9300.0
11681,55-74 years,0.0,2100.0
11682,75+ years,0.0,600.0
11683,15-24 years,0.0,8900.0
11684,25-34 years,0.0,5100.0
11685,35-54 years,0.0,5400.0
11686,5-14 years,0.0,8600.0
11687,55-74 years,0.0,3800.0
11688,75+ years,0.0,1200.0
11689,15-24 years,0.0,9500.0
11690,25-34 years,0.0,5800.0
11691,35-54 years,0.0,4900.0
11692,5-14 years,0.0,9300.0
11693,55-74 years,0.0,3200.0
11694,75+ years,0.0,700.0
11695,15-24 years,0.0,
11696,25-34 years,0.0,
11697,35-54 years,0.0,
11698,5-14 years,0.0,
11699,55-74 years,0.0,
11700,75+ years,0.0,
11701,15-24 years,0.0,
11702,25-34 years,0.0,
11703,35-54 years,0.0,
11704,5-14 years,0.0,
11705,55-74 years,0.0,
11706,75+ years,0.0,
11707,15-24 years,0.0,
11708,25-34 years,0.0,
11709,35-54 years,0.0,
11710,5-14 years,0.0,
11711,55-74 years,0.0,
11712,75+ years,0.0,
11713,15-24 years,0.0,
11714,25-34 years,0.0,
11715,35-54 years,0.0,
11716,5-14 years,0.0,
11717,55-74 years,0.0,
11718,75+ years,0.0,
11719,15-24 years,0.0,
11720,25-34 years,0.0,
11721,35-54 years,0.0,
11722,5-14 years,0.0,
11723,55-74 years,0.0,
11724,75+ years,0.0,
11725,15-24 years,0.0,
11726,25-34 years,0.0,
11727,35-54 years,0.0,
11728,5-14 years,0.0,
11729,55-74 years,0.0,
11730,75+ years,0.0,
11731,15-24 years,0.0,
11732,25-34 years,0.0,
11733,35-54 years,0.0,
11734,5-14 years,0.0,
11735,55-74 years,0.0,
11736,75+ years,0.0,
11737,15-24 years,0.0,
11738,25-34 years,0.0,
11739,35-54 years,0.0,
11740,5-14 years,0.0,
11741,55-74 years,0.0,
11742,75+ years,0.0,
11743,15-24 years,0.0,
11744,25-34 years,0.0,
11745,35-54 years,0.0,
11746,5-14 years,0.0,
11747,55-74 years,0.0,
11748,55-74 years,0.0,
11749,75+ years,0.0,
11750,15-24 years,0.0,
11751,25-34 years,0.0,
11752,35-54 years,0.0,
11753,5-14 years,0.0,
11754,55-74 years,0.0,
11755,75+ years,0.0,
11756,15-24 years,0.0,
11757,25-34 years,0.0,
11758,35-54 years,0.0,
11759,5-14 years,0.0,
11760,55-74 years,0.0,
11761,75+ years,0.0,
11762,15-24 years,0.0,
11763,25-34 years,0.0,
11764,35-54 years,0.0,
11765,5-14 years,0.0,
11766,55-74 years,0.0,
11767,75+ years,0.0,
11768,15-24 years,0.0,
11769,25-34 years,0.0,
11770,35-54 years,0.0,
11771,5-14 years,0.0,
11772,55-74 years,0.0,
11773,75+ years,0.0,
11774,15-24 years,0.0,
11775,25-34 years,0.0,
11776,35-54 years,0.0,
11777,5-14 years,0.0,
11778,55-74 years,0.0,
11779,75+ years,0.0,
11780,15-24 years,0.0,
11781,25-34 years,0.0,
11782,35-54 years,0.0,
11783,5-14 years,0.0,
11784,55-74 years,0.0,
11785,75+ years,0.0,
11786,15-24 years,0.0,
11787,25-34 years,0.0,
11788,35-54 years,0.0,
11789,5-14 years,0.0,
11790,55-74 years,0.0,
11791,75+ years,0.0,
11792,15-24 years,0.0,
11793,25-34 years,0.0,
11794,35-54 years,0.0,
11795,5-14 years,0.0,
11796,55-74 years,0.0,
11797,75+ years,0.0,
11798,15-24 years,0.0,
11799,25-34 years,0.0,
11800,35-54 years,0.0,
11801,5-14 years,0.0,
11802,55-74 years,0.0,
11803,75+ years,0.0,
11804,15-24 years,0.0,
11805,25-34 years,0.0,
11806,35-54 years,0.0,
11807,5-14 years,0.0,
11808,55-74 years,0.0,
11809,75+ years,0.0,
11810,15-24 years,0.0,
11811,25-34 years,0.0,
11812,35-54 years,2.0,
11813,5-14 years,0.0,
11814,55-74 years,0.0,
11815,75+ years,0.0,
11816,15-24 years,0.0,
11817,25-34 years,0.0,
11818,35-54 years,0.0,
11819,5-14 years,0.0,
11820,55-74 years,0.0,
11821,75+ years,0.0,
11822,15-24 years,0.0,
11823,25-34 years,0.0,
11824,35-54 years,0.0,
11825,5-14 years,0.0,
11826,55-74 years,0.0,
11827,75+ years,0.0,
11828,15-24 years,0.0,
11829,25-34 years,0.0,
11830,35-54 years,0.0,
11831,5-14 years,0.0,
11832,55-74 years,0.0,
11833,75+ years,0.0,
11834,15-24 years,0.0,
11835,25-34 years,1.0,
11836,35-54 years,0.0,
11837,5-14 years,0.0,
11838,55-74 years,0.0,
11839,75+ years,0.0,
11840,15-24 years,0.0,
11841,25-34 years,0.0,
11842,35-54 years,0.0,
11843,5-14 years,0.0,
11844,55-74 years,0.0,
11845,75+ years,0.0,
11846,15-24 years,0.0,
11847,25-34 years,0.0,
11848,35-54 years,0.0,
11849,5-14 years,0.0,
11850,55-74 years,0.0,
11851,75+ years,0.0,
11852,15-24 years,0.0,
11853,25-34 years,0.0,
11854,35-54 years,1.0,
11855,5-14 years,0.0,
11856,55-74 years,0.0,
11857,75+ years,1.0,
11858,15-24 years,1.0,
11859,25-34 years,4.0,
11860,35-54 years,1.0,
11861,5-14 years,0.0,
11862,55-74 years,0.0,
11863,75+ years,0.0,
11864,15-24 years,0.0,
11865,25-34 years,0.0,
11866,35-54 years,0.0,
11867,5-14 years,0.0,
11868,55-74 years,0.0,
11869,75+ years,0.0,
11870,15-24 years,0.0,
11871,25-34 years,0.0,
11872,35-54 years,0.0,
11873,5-14 years,0.0,
11874,55-74 years,1.0,
11875,75+ years,1.0,
11876,15-24 years,1.0,
11877,25-34 years,0.0,
11878,35-54 years,0.0,
11879,5-14 years,0.0,
11880,55-74 years,1.0,
11881,75+ years,0.0,
11882,15-24 years,0.0,
11883,25-34 years,1.0,
11884,35-54 years,2.0,
11885,5-14 years,0.0,
11886,55-74 years,0.0,
11887,75+ years,0.0,
11888,15-24 years,0.0,
11889,25-34 years,0.0,
11890,35-54 years,0.0,
11891,5-14 years,0.0,
11892,55-74 years,0.0,
11893,75+ years,0.0,
11894,15-24 years,0.0,
11895,25-34 years,0.0,
11896,35-54 years,2.0,
11897,5-14 years,0.0,
11898,55-74 years,0.0,
11899,75+ years,0.0,
11900,15-24 years,1.0,
11901,25-34 years,0.0,
11902,35-54 years,0.0,
11903,5-14 years,0.0,
11904,55-74 years,0.0,
11905,75+ years,0.0,
11906,15-24 years,0.0,
11907,25-34 years,0.0,
11908,35-54 years,1.0,
11909,5-14 years,0.0,
11910,55-74 years,0.0,
11911,75+ years,0.0,
11912,15-24 years,0.0,
11913,25-34 years,0.0,
11914,35-54 years,1.0,
11915,5-14 years,0.0,
11916,55-74 years,0.0,
11917,75+ years,0.0,
11918,15-24 years,0.0,
11919,25-34 years,1.0,
11920,35-54 years,0.0,
11921,5-14 years,0.0,
11922,55-74 years,0.0,
11923,75+ years,0.0,
11924,15-24 years,0.0,
11925,25-34 years,0.0,
11926,35-54 years,0.0,
11927,5-14 years,0.0,
11928,55-74 years,0.0,
11929,75+ years,0.0,
11930,15-24 years,0.0,
11931,25-34 years,0.0,
11932,35-54 years,1.0,
11933,5-14 years,0.0,
11934,55-74 years,0.0,
11935,75+ years,0.0,
11936,15-24 years,0.0,
11937,25-34 years,0.0,
11938,35-54 years,0.0,
11939,5-14 years,0.0,
11940,55-74 years,0.0,
11941,75+ years,0.0,
11942,15-24 years,0.0,
11943,25-34 years,0.0,
11944,35-54 years,0.0,
11945,5-14 years,0.0,
11946,55-74 years,0.0,
11947,75+ years,0.0,
11948,15-24 years,0.0,
11949,25-34 years,0.0,
11950,35-54 years,0.0,
11951,5-14 years,0.0,
11952,55-74 years,0.0,
11953,75+ years,0.0,
11954,15-24 years,0.0,
11955,25-34 years,2.0,
11956,35-54 years,0.0,
11957,5-14 years,0.0,
11958,55-74 years,0.0,
11959,75+ years,0.0,
11960,15-24 years,0.0,
11961,25-34 years,0.0,
11962,35-54 years,0.0,
11963,5-14 years,0.0,
11964,55-74 years,0.0,
11965,75+ years,0.0,
11966,15-24 years,0.0,
11967,25-34 years,0.0,
11968,35-54 years,2.0,
11969,5-14 years,0.0,
11970,55-74 years,0.0,
11971,75+ years,1.0,
11972,15-24 years,0.0,
11973,25-34 years,0.0,
11974,35-54 years,0.0,
11975,5-14 years,0.0,
11976,55-74 years,0.0,
11977,75+ years,0.0,
11978,15-24 years,0.0,
11979,25-34 years,0.0,
11980,35-54 years,1.0,
11981,5-14 years,0.0,
11982,55-74 years,0.0,
11983,75+ years,0.0,
11984,15-24 years,0.0,
11985,25-34 years,0.0,
11986,35-54 years,0.0,
11987,5-14 years,0.0,
11988,55-74 years,0.0,
11989,75+ years,0.0,
11990,15-24 years,1.0,
11991,25-34 years,1.0,
11992,35-54 years,1.0,
11993,5-14 years,0.0,
11994,55-74 years,0.0,
11995,75+ years,0.0,
11996,15-24 years,1.0,
11997,25-34 years,0.0,
11998,35-54 years,0.0,
11999,5-14 years,0.0,
12000,55-74 years,0.0,
12001,75+ years,0.0,
12002,15-24 years,0.0,
12003,25-34 years,0.0,
12004,35-54 years,3.0,
12005,5-14 years,0.0,
12006,55-74 years,1.0,
12007,75+ years,0.0,
12008,15-24 years,0.0,
12009,25-34 years,0.0,
12010,35-54 years,0.0,
12011,5-14 years,0.0,
12012,55-74 years,0.0,
12013,75+ years,0.0,
12014,15-24 years,0.0,
12015,25-34 years,1.0,
12016,35-54 years,1.0,
12017,5-14 years,0.0,
12018,55-74 years,0.0,
12019,75+ years,0.0,
12020,15-24 years,0.0,
12021,25-34 years,0.0,
12022,35-54 years,0.0,
12023,5-14 years,0.0,
12024,55-74 years,0.0,
12025,75+ years,0.0,
12026,15-24 years,0.0,
12027,25-34 years,1.0,
12028,35-54 years,0.0,
12029,5-14 years,0.0,
12030,55-74 years,0.0,
12031,75+ years,0.0,
12032,15-24 years,0.0,
12033,25-34 years,0.0,
12034,35-54 years,0.0,
12035,5-14 years,0.0,
12036,55-74 years,0.0,
12037,75+ years,0.0,
12038,15-24 years,1.0,
12039,25-34 years,1.0,
12040,35-54 years,0.0,
12041,5-14 years,0.0,
12042,55-74 years,1.0,
12043,75+ years,0.0,
12044,15-24 years,0.0,
12045,25-34 years,0.0,
12046,35-54 years,1.0,
12047,5-14 years,0.0,
12048,55-74 years,0.0,
12049,75+ years,0.0,
12050,15-24 years,0.0,
12051,25-34 years,1.0,
12052,35-54 years,2.0,
12053,5-14 years,0.0,
12054,55-74 years,1.0,
12055,75+ years,0.0,
12056,15-24 years,11.0,
12057,25-34 years,9.0,
12058,35-54 years,6.0,
12059,5-14 years,1.0,
12060,55-74 years,1.0,
12061,75+ years,0.0,
12062,15-24 years,22.0,
12063,25-34 years,16.0,
12064,35-54 years,23.0,
12065,5-14 years,3.0,
12066,55-74 years,12.0,
12067,75+ years,3.0,
12068,15-24 years,7.0,
12069,25-34 years,12.0,
12070,35-54 years,6.0,
12071,5-14 years,1.0,
12072,55-74 years,5.0,
12073,75+ years,1.0,
12074,15-24 years,15.0,
12075,25-34 years,16.0,
12076,35-54 years,24.0,
12077,5-14 years,1.0,
12078,55-74 years,19.0,
12079,75+ years,6.0,
12080,15-24 years,11.0,
12081,25-34 years,5.0,
12082,35-54 years,7.0,
12083,5-14 years,1.0,
12084,55-74 years,1.0,
12085,75+ years,1.0,
12086,15-24 years,23.0,
12087,25-34 years,28.0,
12088,35-54 years,28.0,
12089,5-14 years,3.0,
12090,55-74 years,16.0,
12091,75+ years,9.0,
12092,15-24 years,11.0,
12093,25-34 years,3.0,
12094,35-54 years,14.0,
12095,5-14 years,3.0,
12096,55-74 years,3.0,
12097,75+ years,0.0,
12098,15-24 years,29.0,
12099,25-34 years,31.0,
12100,35-54 years,36.0,
12101,5-14 years,2.0,
12102,55-74 years,16.0,
12103,75+ years,19.0,
12104,15-24 years,12.0,
12105,25-34 years,12.0,
12106,35-54 years,9.0,
12107,5-14 years,4.0,
12108,55-74 years,5.0,
12109,75+ years,1.0,
12110,15-24 years,26.0,
12111,25-34 years,26.0,
12112,35-54 years,26.0,
12113,5-14 years,0.0,
12114,55-74 years,21.0,
12115,75+ years,7.0,
12116,15-24 years,16.0,
12117,25-34 years,10.0,
12118,35-54 years,8.0,
12119,5-14 years,1.0,
12120,55-74 years,4.0,
12121,75+ years,3.0,
12122,15-24 years,24.0,
12123,25-34 years,27.0,
12124,35-54 years,16.0,
12125,5-14 years,1.0,
12126,55-74 years,14.0,
12127,75+ years,9.0,
12128,15-24 years,12.0,
12129,25-34 years,9.0,
12130,35-54 years,9.0,
12131,5-14 years,0.0,
12132,55-74 years,2.0,
